OBJECTID,FIPS,PASSENGER,STRACNET,CARTO,Rail_Type,Rail_Type_Description,RROwner,RR_OPERATOR,Subdivision,Division,SIGSYS,Track Rights 1,Track Rights 2,Track Rights 3,Yard Name,Max Weight (lbs),Clearance (TOFC),Clearance (COFC),Clearance (Autorack),Railroad Type,FCC_VGIN,Notes,EDITOR,State Supported Route,Rail_Active_Status,Former_Rail_Type,Shape__Length
4144,51680,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,327.929757598434
4145,51680,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,2374.43008523184
4146,51680,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,KINNEY,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,120.315237903795
4147,51680,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1191.37232851203
4148,51680,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,312.510251654665
4149,51680,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,383.398290721947
4150,51680,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Yard,39.33813635605
4151,51680,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,Route 46,,Spur,1213.00753343342
4152,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1916.74947080089
4153,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,82.9521835782044
4154,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1137.03365415747
4155,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,283.402486916526
4156,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,655.362739382728
4157,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,529.848894154745
4158,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,286.69478398465
4159,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,199.358089615038
4160,51025,No,No,No,A,Abandoned,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not-Active,B1, ,TDH,,No,Abandoned,2985.67778364292
4161,51183,Yes,Yes,No,M,Main Line,CSXT,CSXT,NORTH END,N/A,CTC,AMTK,N/A,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,,,Main Line,29892.7760426047
4162,51175,No,No,No,S,Passing Siding,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B1, ,AB,,,Passing Siding,4727.31856959981
4163,51620,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,AB,,,Spur,479.80576289928
4164,51710,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,LAMBERTS POINT,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,2238.56797120802
4165,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,147.248344672103
4166,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,998.937665828072
4167,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,688.906249256267
4168,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,360.435114260435
4169,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1144.4025927479
4170,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,127.564323794757
4171,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,2224.86795220535
4172,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1668.34481084523
4173,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1546.52666043702
4174,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1251.75771155466
4175,51680,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,317.4876889398
4176,51690,No,No,Yes,M,Main Line,NS,NS,WINSTON-SALEM DISTRICT BROADWAY TO WINSTON-SALEM,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,26621.0188185212
4177,51690,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,760.957963377114
4178,51117,No,No,No,I,Major Industrial Lead,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Major Industrial Spur,1282.11710117361
4180,51117,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,692.433629877156
4181,51117,No,No,No,A,Abandoned,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not-Active,B1, ,AB,,No,Main Line,21258.6844308157
4182,51117,No,No,Yes,M,Main Line,BB,BB,VIRGINIA SOUTHERN DIVISION,N/A,N/A,N/A,N/A,N/A,N/A,263000,1 RR BRIDGE (SRP),1 RR BRIDGE (SRP),1 RR BRIDGE (SRP),Shortline,B1, ,AB,,,Main Line,102100.19301331
4183,51117,No,No,No,I,Major Industrial Lead,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Major Industrial Spur,5592.8129811426
4184,51117,No,No,No,I,Major Industrial Lead,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Major Industrial Spur,7691.28044440461
4185,51117,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,2403.75288264899
4186,51117,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,791.236244376707
4187,51117,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,2276.03524662394
4188,51117,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,840.085991180868
4189,51121,No,No,No,S,Passing Siding,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Passing Siding,2805.69877584312
4190,51770,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,ROANOKE,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,6155.79957159433
4191,51093,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,3251.50562452857
4192,51135,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,CREWE,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,4234.34383937067
4193,51121,No,No,No,I,Major Industrial Lead,NS,NS,BRADSHAW SPUR,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Major Industrial Spur,8290.58564738291
4194,51121,No,No,No,I,Major Industrial Lead,NS,NS,BRADSHAW SPUR,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Major Industrial Spur,14150.2251991587
4195,51121,No,No,Yes,M,Main Line,NS,NS,WHITETHORNE DISTRICT,VIRGINIA DIVISION,MAN,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,35082.8008204643
4196,51121,No,No,Yes,M,Main Line,NS,NS,WHITETHORNE DISTRICT,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,60974.1835463955
4197,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,912.928972883176
4198,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,414.983826834138
4199,51121,No,No,No,S,Passing Siding,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Passing Siding,9691.15653297221
4200,51121,No,No,Yes,M,Main Line,NS,NS,WHITETHORNE DISTRICT,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,11610.3408682733
4201,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,237.619165416396
4202,51121,No,No,No,M,Main Line,NS,NS,CHRISTIANSBURG DISTRICT WEST ROANOKE TO BLUEFIELD,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,462.163478101526
4203,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,698.988501369241
4204,51121,No,No,No,M,Main Line,NS,NS,CHRISTIANSBURG DISTRICT WEST ROANOKE TO BLUEFIELD,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,488.661662966154
4205,51121,No,No,No,O,Switch,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Switch,350.74393721943
4206,51121,No,No,Yes,M,Main Line,NS,NS,WHITETHORNE DISTRICT,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,7178.77886322599
4207,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1075.88829423357
4208,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1337.40644369946
4209,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,673.511751475183
4210,51121,No,No,No,M,Main Line,NS,NS,CHRISTIANSBURG DISTRICT WEST ROANOKE TO BLUEFIELD,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,3430.18233950558
4211,51121,No,No,No,M,Main Line,NS,NS,CHRISTIANSBURG DISTRICT WEST ROANOKE TO BLUEFIELD,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,15968.1393586494
4212,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,142.040072513729
4213,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,2196.72551842222
4214,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1314.41267946718
4215,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,525.153803881296
4216,51155,No,Yes,No,M,Main Line,NS,NS,PULASKI DISTRICT WALTON TO FORD,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,3874.11820613445
4218,51007,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,TDH,,,Yard,3676.85987965955
4219,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,2769.17211642895
4220,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,4018.50317728735
4221,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,661.098223065667
4222,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1084.95680447156
4223,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,230.820671901231
4224,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,525.910345258919
4225,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,11032.3837492971
4226,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1711.48907683356
4227,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,465.126633547246
4228,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,828.844573004973
4229,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,323.712669011909
4230,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,871.622758857622
4231,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,326.754133677163
4232,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,359.406906215305
4233,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,3760.60562546682
4234,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,157.089567129609
4235,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1243.40203342632
4236,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1237.93003046215
4237,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,304.196846451651
4238,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,585.728252732904
4239,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,3863.93790011369
4240,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1027.46512953396
4241,51121,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Yard,3918.12162258397
4242,51121,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Yard,1183.75786396621
4243,51121,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Yard,1117.0205490313
4244,51121,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Yard,778.071251810851
4245,51121,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Yard,399.830150772512
4246,51121,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Yard,565.92203235155
4247,51121,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Yard,101.01180715698
4248,51121,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Yard,361.855826330492
4249,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1957.88265064127
4250,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,5309.63793863157
4251,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,611.759882160529
4252,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,897.333233581414
4253,51185,No,No,No,O,Lead,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Lead,680.692094017418
4254,51185,No,No,No,O,Switch,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Switch,179.621767341926
4255,51185,No,No,No,O,Switch,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Switch,177.757655572849
4256,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1387.77245859149
4257,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,344.886951498832
4258,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,418.882011633838
4259,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1143.64489260919
4260,51121,No,No,Yes,M,Main Line,NS,NS,WHITETHORNE DISTRICT,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,1495.43544971328
4261,51121,No,No,Yes,M,Main Line,NS,NS,WHITETHORNE DISTRICT,VIRGINIA DIVISION,MAN,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,26331.9816634186
4262,51121,No,No,Yes,M,Main Line,NS,NS,WHITETHORNE DISTRICT,VIRGINIA DIVISION,MAN,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,22610.7943722472
4263,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,386.027741720356
4264,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,875.882810193487
4265,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,469.463850750936
4266,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,387.207511481353
4267,51121,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1373.36938510616
4268,51125,Yes,Yes,Yes,M,Main Line,NS,NS,WASHINGTON DISTRICT ALEXANDRIA TO MONTVIEW,PIEDMONT DIVISION,CTC,AMTK,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,Route 46,,Main Line,104962.284080746
4269,51125,No,Yes,No,M,Main Line,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,6804.03558106784
4270,51125,Yes,Yes,No,M,Main Line,NS,NS,WASHINGTON DISTRICT ALEXANDRIA TO MONTVIEW,PIEDMONT DIVISION,CTC,AMTK,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,46340.3138896574
4271,51125,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,859.739836254243
4272,51125,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1332.12428469783
4273,51125,No,No,Yes,M,Main Line,CSXT,CSXT,RIVANNA,N/A,CTC,N/A,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,CSX Transportation,B1, ,TDH,,,Main Line,147158.841477799
