OBJECTID,FIPS,PASSENGER,STRACNET,CARTO,Rail_Type,Rail_Type_Description,RROwner,RR_OPERATOR,Subdivision,Division,SIGSYS,Track Rights 1,Track Rights 2,Track Rights 3,Yard Name,Max Weight (lbs),Clearance (TOFC),Clearance (COFC),Clearance (Autorack),Railroad Type,FCC_VGIN,Notes,EDITOR,State Supported Route,Rail_Active_Status,Former_Rail_Type,Shape__Length
1719,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,280.719027540509
1720,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,279.876853268751
1721,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,284.318578921579
1722,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,276.852109764246
1723,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,821.625405711701
1724,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,286.18388533302
1725,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,280.153915917333
1726,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,279.361698685134
1727,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,300.598730891138
1728,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,284.138439537031
1729,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,279.952120169362
1730,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,279.619872778699
1731,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,280.329642875838
1732,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,280.849279831161
1733,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,279.812180676155
1734,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,281.491915545156
1735,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,280.26381375478
1736,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,281.615468003081
1737,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,281.423122640145
1738,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,812.928576125105
1739,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,266.878245301655
1740,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,291.143305522263
1741,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,252.987358775707
1742,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,281.681126003704
1743,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,283.354320124149
1744,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,280.907136685465
1745,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,282.324157537392
1746,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,278.78260770095
1747,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,279.812364237995
1748,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,281.939647285892
1749,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,276.61376106233
1750,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,281.881484944164
1751,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,287.161171768356
1752,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,281.615676075029
1753,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,279.761044920359
1754,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,281.615699506363
1755,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,281.615699401351
1756,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,278.549045869315
1757,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,280.940412165623
1758,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,285.47921348698
1759,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,289.517273159951
1760,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,239.065709829133
1761,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,233.996619326482
1762,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,302.210971166863
1763,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,307.784665574209
1764,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,322.004697381393
1765,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,312.790847904319
1766,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,288.190686053161
1767,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,293.351635522303
1768,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,339.754191198658
1769,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,343.138825594509
1770,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,261.722875632561
1771,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,315.954293111576
1772,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,238.523578860229
1773,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,357.681343582397
1774,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,372.140323703978
1775,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,202.852390884514
1776,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,360.18495378006
1777,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,358.63871480744
1778,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,351.586601488867
1779,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,348.42846016433
1780,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,357.591122864348
1781,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,370.333700607029
1782,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,363.178775561278
1783,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,359.856842482568
1784,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,315.800146963732
1785,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,317.600363892772
1786,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,327.507655357661
1787,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,336.218789691655
1788,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,283.686094697755
1789,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,253.692511283025
1790,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,313.726123008006
1791,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,324.989579271034
1792,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,357.670018251958
1793,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,356.765293299996
1794,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,358.813435786623
1795,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,360.158395737577
1796,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,217.305781242346
1797,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,198.23493224676
1798,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,315.027702932392
1799,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,313.354040846014
1800,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,397.717830954733
1801,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,387.604025396361
1802,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,420.276948405841
1803,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,386.249245387546
1804,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,410.479830017566
1805,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,408.022223319211
1806,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,436.413919666356
1807,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,446.031047362838
1808,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,456.872152270623
1809,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,437.511438847015
1810,51179,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,Route 47 / Route 50 / Route 51,,Spur,1746.28332569549
1811,51179,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,400.996257906566
1812,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,414.480769279439
